职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型
主办会计,坂上金属技研（苏州）有限公司,4.5-6.5千·13薪,沈阳,本科,3-4年经验,结算,批发/零售,工作职责：1、审核处理日常费用报销，确保账目符合相关法律法规及公司财务制度要求；2、协助审核预算，并对预算执行情况进行监督跟踪；3、日常经营分析报表编制、分析，根据公司具体经营情况提出合理化建议；4、其他上级交代的工作；任职要求：1、本科及以上学历；2、掌握相关会计准则，熟悉税收法律法规；3、中级以上职称者优先；4、学习能力强，抗压能力强，能够适应高强度专业工作；5、身体健康、为人正直，工作责任心强，能够很快融入团队。,民营  |  500-1000人
总账会计主管,广东新华发行集团股份有限公司,5-7.5千,广州-白云区,大专,3-4年经验,交通补贴,机械/设备/重工,"岗位职责：1.费用单据审核，成本核算，日常开支报表，工资核算发放；2.结算账单，薪资核算，编制财务报表；3.编制合同，日常税务管理工作；4.听从上级安排。要求：1.年龄：28-45岁，有三年经验者，会计专业的优先；2.心细，谨慎，负责任；3.熟悉操作财务软件，报表，Excel,Word等办公软件。4.上班时间：周一至周六：8：00-17：30，午休一个半小时，***。",民营  |  150-500人
高级会计,键特精密组件制造（深圳）有限公司,4.5-6千,,,,五险一金,会计/审计,,民营  |  50-150人
财务/会计,深圳市赛德乐科技有限公司,5-8千·13薪,,,,账务处理,电子技术/半导体/集成电路,,合资  |  150-500人
总账会计,广州安婕妤生物科技有限公司,3.8-4.5千,上海-长宁区,本科,3-4年经验,五险,服装/纺织/皮革,请投递者仔细阅读任职资格：1.按规定每日分类登记银行存款日记账，每日报告资金情况；2.认真审查报销单据和批准手续，严格按照程序制单；3.发票开具、登记及管理；4.财务结算工作；5.做好财务资料文件、记录的整理、保管和定期归档；6.税务、银行等相关事务对接办理。任职资格：1.财会、金融类相关专业专科及以上学历；2.熟悉会计法及税法知识；3.用友、金蝶操作经验的优先；4.持有中级会计证书；5.熟练运用计算机及相关办公应用软件；6.具有3年以上独立做账经验；7.具有ERP相关系统操作经验。,民营  |  50-150人
会计,苏州赫耳墨斯国际运输代理有限公司,8千-1万,广州-白云区,大专,3-4年经验,五险一金,机械/设备/重工,"岗位职责：1.费用单据审核，成本核算，日常开支报表，工资核算发放；2.结算账单，薪资核算，编制财务报表；3.编制合同，日常税务管理工作；4.听从上级安排。要求：1.年龄：28-45岁，有三年经验者，会计专业的优先；2.心细，谨慎，负责任；3.熟悉操作财务软件，报表，Excel,Word等办公软件。4.上班时间：周一至周六：8：00-17：30，午休一个半小时，***。",外资（欧美）  |  50-150人
会计,宏富宝润投资发展集团（深圳）有限公司,4-6千,,,,财务,会计/审计,,民营  |  50-150人
主办会计,苏州欣利包装印刷有限公司,6千-1万·13薪,,,,总账会计,机械/设备/重工,,民营  |  150-500人
会计（包吃住）急招,广州松涛工艺仿真树有限公司,4-4.5千,,,,会计,贸易/进出口,,民营  |  少于50人
财务会计专员,广州佳恒工程技术有限公司,5-7千·13薪,杭州-萧山区,本科,5-7年经验,五险一金,医疗设备/器械,1.财务管理、会计学专业；2.3年及以上相关工作经验；3.具有会计师及以上职称；4.参与过通用财务软件系统实施或运维，熟悉财务软件系统总账、资产、应收应付等模块各项功能；5.具有较强的责任心，善于沟通协调，具有良好的团队精神、较强的抗压能力和问题解决能力；6.具有一定的数据库系统管理经验或网络及服务器实施维护经验或掌握常规SQL语言者优先。,民营  |  50-150人
资深总账会计,长胜纺织科技发展（上海）有限公司,5-8千,,,,专业培训,专业服务(咨询、人力资源、财会),,民营  |  少于50人
总账会计,上海太洋科技有限公司,6-8千·13薪,,,,财务,专业服务(咨询、人力资源、财会),,创业公司  |  50-150人
广州速传-核算会计（佛山三水仓）,广州象屿进出口贸易有限公司,6千-1万,杭州,本科,5-7年经验,会计,石油/化工/矿产/地质,岗位职责：1、严格遵守公司制度并按定好的流程执行；2、在财务经理的指导下，负责公司的财务预算、决算、财务核算管理工作;3、在财务经理的指导下，组织协调财务部会计、出纳的日常工作的复核，执行财务计划，完成公司财务目标；4、负责财务报表及财务预算决算的编制工作，为公司决策提供及时有效的财务分析，保证财务信息对外披露的正常进行，有效地监督检查财务制度、预算的执行情况以及适当及时的调整；5、负责与财政、税务、银行等相关政府部门及会计师事务所等相关中介机构建立并保持良好的关系。6、负责对公司税收进行整体筹划与管理，负责对会计的税务申报进行管理。7、负责监控和预测现金流量，统筹管理和运作公司资金并对其进行有效的风险控制；8、按时向财务经理汇报公司经营状况、经营成果、财务收支及计划的具体情况，提出有益的建议。制定本企业会计制度；9、负责定期财产清查。负责公司固定资产的财务管理，按月正确计提固定资产折旧，定期或不定期地组织清产核资工作；10、根据规定的成本，费用开支范围和标准，审核原始凭证的合法性、合理性和真实性，审核费用发生的审批手续是否符合规定；11、负责检查会计的凭证、财册、报表等财会资料的收集、汇编、归档等会计档案工作；12、根据会计制度规定，设置科目明细账和使用对应的账簿，认真准确地登录各类明细账，要求做到账目清楚，数字准确，登记及时，帐证相符，发现问题及时更正；13、按照公司财会制度和核算管理有关规定，负责公司各种核算和其他业务往来账工作；14、及时了解、审核公司材料、设备、产品的进出情况，并建立明细账和明细核算，了解经济合同履约情况，催促经办人员及时结算和出入库手续，进行应收应付款项的清算；15、负责公司的各项债权债务的清理结算工作；16、正确进行会计核算电算化和软件处理，提高会计核算工作速度和准确性；任职要求：1.大学本科学历2.财务会计专业，中级会计职称3.有较大规模企业经验，熟悉税务专业知识4.有良好的沟通能力、组织协调能力，有较强的责任心，认真严谨的工作态度5.熟练操作过ERP财务软件，熟练EXCEL数据分析汇总，能够运用简单的函数处理数据。,已上市  |  1000-5000人
项目会计,四川大地山川投资管理有限公司,4-6千,深圳-福田区,大专,8-9年经验,五险一金,计算机软件,"岗位职责：1、协助总经理制定公司发展战略；2、负责公司资金运作管理、日常财务管理与分析、资本运作、筹资方略、对外合作谈判等；3、全面负责财务部的日常管理工作；负责项目成本核算与控制；对资产管理、利润成本管理、会计核算管理等负组织责任；4、负责公司财务管理及内部控制，根据公司业务发展的计划完成年度财务预算，负责编制及组织实施财务预算报告、月/季/年度财务报告；并跟踪其执行情况,对公司财务计划的完成负监督实施责任；5、按时向总经理提供财务报告和必要的财务分析，并确保这些报告可靠、准确；6、制定、维护、改进公司财务管理程序和政策，以满足控制风险的要求，如：改进应收账款、应付账款、成本费用、现金、银行存款的业务程序等。7、组织制定财务方面的管理制度及有关规定，并监督执行，制定年度、季度财务计划；8、管理与银行、税务、工商及其他机构的关系，并及时办理公司与其之间的业务往来；9、完成上级交给的其他日常事务性工作。任职要求：1、会计类专业,10年以上财务全盘工作经验，至少5年以上财务管理经验。具有中级会计师职称。英语四级以上,能熟练操作财务软件，ERP及办公软件.2、熟悉国家金融政策、企业财务制度及流程、会计电算化，熟悉相关财税法律法规。",民营  |  50-150人
会计（建筑行业）,深圳市凯铭智慧建设科技有限公司,6-8千,佛山-禅城区,大专,1年经验,财务,制药/生物工程,1、账务处理：审核开票单位信息、合同做开票通知单；2、账务处理：打印回传开具发票，登记领票信息；3、购***，做好增票工作；开票系统月初上报汇总和反写；4、做上月的出入仓单（调函）；5、及时回复微信、QQ工作群的相关信息；6、协助引凭证、整理凭证；7、每日工作总结、自查；8、财务主管、总监交代的其他事务。,民营  
总账会计,广东海圆圆农业科技有限公司,4.5-5.5千,,,,五险一金,计算机软件,,民营  |  少于50人
应收应付会计,常州市东誉国际贸易有限公司,6-8千,常州-武进区,大专,3-4年经验,高度公路,机械/设备/重工,职责描述：1、熟悉小企业核算，负责核算公司的收入、成本、费用，熟悉ERP系统结账并按时出具财务报表；2、日常报销与收付款的审核、监督与执行工作，确保账目准确；3、监督公司资产状况，参与生产材料抽盘、固定资产监盘等盘点工作；4、及时核对监督ERP系统成本消耗异常情况并协调改进，及时发现成本可控点，每月出具成本分析报告；5、做好公司税务筹划、按时申报纳税，控制税负，负责与当地税务机关的沟通和协调工作；6、集团月度、季度、年度相关报表等事项；7、领导交代的其他事项等。任职要求：1、财务类相关专业，大专及以上学历，具有初级及以上会计职称证书；2、熟练使用各办公软件，熟练使用金蝶等财务软件，熟悉ERP系统相关操作流程等；3、熟悉工业企业生产做账流程，3年以上工业企业总账或成本相关工作经验；,民营  |  50-150人
会计专员（重庆红旗4S店）,重庆博行大展汽车销售有限公司,6千-1万,,,,会计,电子技术/半导体/集成电路,,民营  |  1000-5000人
成本会计,霸州市汉通金属制品有限公司,8千-1.2万,,,,会计助理,快速消费品(食品、饮料、化妆品),,合资  |  150-500人
会计,广南县凌垭原生铁皮石斛科技有限公司,4-6千,,,,会计,医疗/护理/卫生,,民营  |  50-150人
会计（深圳）,广州市本港集装箱工程技术服务有限公司,6-9千,重庆-江津区,大专,3-4年经验,工程造价,汽车,会计主管:1名。40岁以下岗位职责1、按照国家会计制度的规定，记账、核帐、报账做到手续完备、数字准确、账目清楚、按期报账；2、编制会计报表要做到账目健全、账目清楚、日清月结、账证账务相符，报表要做到内容完整，数字清楚正确、报送及时；3、按照经济核算原则，定期检查分析企业财务计划、成本计划和利润计划的执行情况，挖掘增收节支潜力，考核资金使用效果，及时向总经理提出合理化建议，当好企业参谋；4、依照会计档案管理办法建立和管理财务档案，做到资料齐全、保密；5、完成企业领导交的其他相关工作。任职资格1、3年以上财务工作经验，具有中级会计职称；2、精通账务处理，熟练使用财务软件及办公软件；3、熟悉会计法规及国家税收相关法律法规和政策；4、责任心强、执行能力强、专业技能强。福利待遇：五险、包吃包住、31日发薪、薪资6k-1.2k,民营  |  少于50人
全盘会计助理,恒可富企业咨询服务（上海）有限公司,8千-1.1万,,,,深圳市浩瀚宇腾自动化技术有限公司,建筑/建材/工程,,民营  |  50-150人
全盘会计,深圳市超联贸易有限公司,1.5-2.5万,鄂尔多斯,本科,1年经验,会计,原材料和加工,1负责财务管理与会计核算服务。2按规定进行成本核算定期编制年、月度财务会计报表，编写财务分析报告，搞好年度会计决算工作。3负责对存货、应收、应付款项、固定资产等资金组织实施规范有效的财务管理，承担相应的财务监督职责。4负责组织现金、存货、固定资产等资产的盘点清查工作，不定期对现金进行盘点，加强客户信用和应收账款管理。5规范会计档案，保证会计资料的安全完整等。,民营  |  1000-5000人
会计,广南县凌垭原生铁皮石斛科技有限公司,4-6千·13薪,,,,财务,电子技术/半导体/集成电路,,民营  |  1000-5000人
财务总账会计,湖北秉毅建设工程有限公司,1-1.1万,,,,sap,石油/化工/矿产/地质,,民营  
外贸会计,宁波松汉纺织品有限公司,4-8千,,,,物业,影视/媒体/艺术/文化传播,,民营  |  150-500人
总账会计,北京科易动力科技有限公司,6-8千,,,,财务,批发/零售,,民营  |  50-150人
工业会计,武汉宝齐莱商贸有限公司,6-8千·13薪,,,,财务主管,建筑/建材/工程,,民营  |  50-150人
会计,上海大隐书局有限公司,6-8万/年,,,,餐饮补贴,机械/设备/重工,,民营  |  150-500人
总账会计/会计主管（跨境电商）,深圳市自由侠科技有限公司,5-6千,,,,节日福利,原材料和加工,,民营  |  50-150人
会计,深圳市三昊仪器设备有限公司,5-6千,,,,会计,交通/运输/物流,,民营  |  150-500人
工业会计,武汉宝齐莱商贸有限公司,4-5千·13薪,杭州-上城区,大专,1年经验,会计,批发/零售,岗位职责1、协助主管完成日常事务性工作，协助处理帐务；2、申请票据，准备和报送会计报表，协助办理税务报表的申报；3、现金及银行收付处理，制作记帐凭证，银行对帐，单据审核，开具与保管发票；4、协助财会文件的准备、归档和保管；5、固定资产和低值易耗品的登记和管理；6、负责与银行、税务等部门的对外联络。任职资格1、大专及以上学历；2、会计、财务管理相关专业，1年及以上工作经验；3、熟悉现金管理及银行结算，财务软件操作；4、有生产企业经验的优先；5、有用友、金蝶软件使用经验者优先；6、良好的职业操守及团队合作精神，较强的沟通、理解和分析能力；7、具有独立工作和学习的能力，工作认真细心。,民营  |  少于50人
会计,上海恳大实业有限公司,8千-1万,,,,财务管理,家具/家电/玩具/礼品,,已上市  |  10000人以上
会计主管,上海绿明建筑科技集团有限公司,5.5-6.5千,,,,武汉必胜复科技有限公司,物业管理/商业中心,,民营  |  150-500人
会计助理,陕西橡山酒店管理有限公司,6-8千,广州-天河区,大专,3-4年经验,会计,电气/电力/水利,"1.负责公司外账及报税、开增值税发票，工商执照和税务执照的年审；2.能独立负责处理一般纳税人及小规模纳税人公司全盘账务、准确编制相关税务报表；3.负责统计报表及相关事宜。岗位要求：1、财会类专业大专以上学历，持初级会计师以上职称；2、有外账税务工作经验3年以上，有建筑工程类工作经验者优先；3、熟悉国家税务法律法规,及时了解国家、地区的税收政策；4、工作细致、责任感强、良好的沟通能力。",民营  |  50-150人
会计-矿泉水,成都华神科技集团股份有限公司,7千-1万·13薪,上海-黄浦区,大专,3-4年经验,办公软件,电子技术/半导体/集成电路,任职资格及要求1、专科及以上学历，会计、审计、财务管理等相关专业；2、40周岁以下，至少3年以上会计师事务所从业经验，能够独立完成年报审计及其他专项业务；3、具有执业注册会计师资格；4、刻苦敬业，良好的专业能力、工作能力和团队合作精神，身体健康；5、熟练掌握常用的办公软件及审计软件。因业务发展需要，诚聘有志人士加盟，公司工作氛围良好，具有完善的晋升机制！,民营  |  少于50人
总账会计,上海琉璃工房琉璃艺术品有限公司,5千-1万,深圳-宝安区,大专,1年经验,周末双休,专业服务(咨询、人力资源、财会),岗位职责1、审付款申请书，费用报销单。2、每月审核采购对账，检查单价，核销系统应收，应付单据。3、做账录入凭证，汇总应收应付和费用，复核考勤，计算工资。职位要求：1、财务，会计专业大专以上学历；2、具有较强的服务、协作意识，良好的条理性，工作细心认真负责；3，熟悉操作财务软件，Excel，Word等办公软件；4，具有一年以上工作经验（或是应届生）、工作认真，态度端正；公司环境好，提供住宿，欢迎加入我们大家庭,民营  |  少于50人
财务会计（应届生 ）,深圳市永祥药房连锁有限公司,3.5-6千,金华-婺城区,大专,3-4年经验,会计,影视/媒体/艺术/文化传播,"工作内容：1、负责账务处理、合并报表、日常报销、银行账户和会计报表的编制及审核。2、负责应收账款、借款及信用、现金、固定资产等的核算和管理。3.负责公司人员工资、提成表及上级领导所需财务报表制作审核。工作时间8:00-11:30,12:30-17:00",民营  
应收会计,深圳科瑞技术股份有限公司,8千-1万,广州-天河区,大专,3-4年经验,财务,电子技术/半导体/集成电路,"1.负责公司外账及报税、开增值税发票，工商执照和税务执照的年审。2.能独立负责处理一般纳税人及小规模纳税人公司全盘账务、准确编制相关税务报表；3.负责统计报表及相关事宜岗位要求：1、财会类专业大专以上学历，持初级会计师以上职称；2、有外账税务工作经验3年以上，有建筑工程类工作经验者优先；3、熟悉国家税务法律法规,及时了解国家、地区的税收政策；4.服从领导、工作细致、责任感强、良好的沟通能力。福利：1.实行5天7.5小时工作制；2.享有国家法定节假日和入职即可享受带薪年假；4.年终奖金；",外资（欧美）  |  50-150人
会计,安福县鑫杰科科技有限公司,4-4.5千,宁波-江北区,本科,2年经验,湖北实美科技有限公司,计算机硬件,1、负责员工考勤工资核算事宜；2、协助会计主管完成生产成本的核算，认真进行成本、开支的事前审核；负责核对母公司及分公司之间的往来核对，确保帐目数据一致3、负责根据供应商对账单核算委托加工物资、根据仓库提供的废料记录核算内部废料内外故障成本。4、保管好各种凭证、账簿、报表及有关成本计算资料，防止丢失或损坏，按月装订并定期归档；5、完成领导安排的其他工作。任职要求：1、年龄35岁以下，财经、会计类相关专业本科以上学历，条件优秀者学历可放宽至大专；2、熟悉制造业成本核算流程、方法；熟练使用财务软件及办公软件；具有会计相关职业资格证书优先。3、1年以上制造业相关工作经验免费提供三餐，五险一金、节假日礼品、生日福利等,外资（非欧美）  |  1000-5000人
会计,宿迁凯丽纺织品有限公司,8千-1.6万,北京-通州区,本科,3-4年经验,专业培训,家具/家电/玩具/礼品,1、公司账务处理：财务核算、出具报表;2、公司报税处理;3、公司统计报表：能处理各项税务、统计、财政的各项对外报送资料;4、进行成本预测、控制、核算、分析，确保公司利润指标的完成;5、根据公司管理需要，分析各项数据指标，并对异常进行分析说明;7、协调公司同银行、工商、税务、统计、审计等政府部门的关系，维护公司利益;8、办理与银行相关的业务;9、完成总经理交办的其他临时工作。,外资（非欧美）  |  50-150人
会计,云南阔袤建设有限公司,1.2-1.5万,昆山,本科,2年经验,总账会计,政府/公共事业,岗位职责：1、根据国家财政法规、会计准则及公司财务制度，做好日常账务核算工作；2、对生产成本相关项目检查核对，进行成本核算、管控及分析；3、了解产线及生产流程，对制费进行准确划分；4、对资产进行监管，定期组织盘点工作；5、日常涉税业务的核算、管理及申报；6、及时完成月度结账准确提交相应月度、季度、年度财务报告；7、根据公司战略规划，进行年度预算的编制、监督及执行；8、上级领导交办的其他工作。任职要求：1、财会专业，本科以上学历；2、2年以上制造业成本相关工作经验，对金蝶K3、用友等财务系统有实际操作者优先；3、熟练应用财务及Office办公软件。,国企  |  500-1000人
会计,安徽求势新材料科技有限公司,8千-1万,,,,节日福利,电子技术/半导体/集成电路,,民营  |  500-1000人
会计,青岛雅园物业管理有限公司上海分公司,6-8千,上海-徐汇区,大专,3-4年经验,五险一金,电子技术/半导体/集成电路,职位详情：1、费用AP立账2、工资、劳务工资记账3、进项发票平台抵扣勾选4、各项税类金税申报（税申报、特许经营费所得税代扣代缴申报）5、统计网站申报统计网站申报6、营收日报AR立账、开票7、往来科目整理8、月末科目调整、预提待摊录入等9、所负责凭证及时整理装订10、月末餐厅盘点11、配合审计提供审计所需资料12、配合年度预算编制13、上级交代的其他事宜岗位职责1、财务会计相关专业、连锁餐饮行业工作经验优先2、具备会计专业相关相关资格证书3、熟练使用office软件4、细心、责任心强，有团队合作精神,已上市  |  1000-5000人
会计,苏州欣利包装印刷有限公司,9千-1.3万,重庆-江北区,大专,3-4年经验,五险一金,建筑/建材/工程,岗位职责：1、负责销售收入及应收账款的核算；2、负责应收往来的核对、催收、考核等管理；3、负责纳税申报、税金核算及税务对接事宜；4、负责销售合同审核，销售提成计算；5、应收款和收入订单的财务报表分析；基本要求：1、28--40岁，大专以上学历，中级职称优先，2、3年以上制造业工作经验；3、熟练使用EXCEL、用友或金蝶财务软件、制造业ERP软件,民营  |  50-150人
会计,武汉中电能源科技有限公司,6千-1万·13薪,上海-浦东新区,本科,2年经验,会计,原材料和加工,1、审核业务部门提供的付款申请，审核发票合规、付款账期、相关审批手续完成，根据付款条件和付款流程安排付款；2、落实应付账款、预付账款等会计科目分析及追踪，及时沟通解决应付账款问题；3、做好供应商资质审核，供应商应付、预付往来账核对工作，预付账款清理等，发现问题，与采购部门联系及跟踪到底。4、在规定时间内完成月度结账；5、处理相关税务事宜，保证税务申报及其他事宜合规6、完成凭证装订归档工作；7、完成分配的其他任务及项目。岗位要求：1、财务相关专业本科学历以上，3-5年工作经验，中级会计职称，有医疗服务机构经验者优先；2、熟练掌握企业会计制度、准则及相关会计法规及税务知识；3、熟练操作办公自动化系统和财务核算软件；4、有较强的沟通能力和逻辑思维能力；5、有高度的责任心和耐心，有较好的团队协作能力6、能够承受较高的工作强度和压力,民营  |  少于50人
主办会计,成都嘉裕房地产发展有限公司,5-6千,,,,员工旅游,物业管理/商业中心,,民营  |  50-150人
会计,广州市七彩澳游旅游发展有限公司,5-8千,成都-新都区,大专,3-4年经验,财务,餐饮业,岗位职责：1、负责应付款、能源消耗、产量统计及财务状况等数据的统计并按时提交相关报表；2、负责月度应缴税种的数据核算和申报；3、负责开具***并做好开具记录；4、负责与供应商对账确保应付账款的准确性；5、负责每月计提工资、社保、固定资产折旧等费用；6、负责采购入库单据的复核及发票录入；7、负责收付款单据的录入；8、负责财务档案的管理；9、负责证照的审核、变更及管理；10、其他临时性工作。任职要求：1、大专及以上学历，财务管理、会计专业2、3年以上会计工作经验，熟练操作财务软件、EXCEL、WORD等办公软件；3、工作认真负责、为人正直，具有良好的沟通能力和团队合作精神。4、有会计中级职称或制造业会计从业经验优先。,民营  |  500-1000人
会计,广州恒团贸易发展有限公司,8千-1.2万,西安,大专,2年经验,会计,房地产,职位描述1、编制会计凭证，登记明细帐、总分类帐及财务监控；2、费用审核、工薪分摊、计提核算税金、折旧等账务处理及财务监控；3、执行资金预算及控制预算内的经费支出；4、每月按时准确的向税务机关申报、缴纳税费，并负责公司的增值税专用发票／增值税普通发票的申请、领购及开票；5、参与公司每年内、外部审计工作，出具指标数据；6、编制公司财务制度及核算流程；7、月度、年度财务报表的编制，8、财务经理安排的其他财务工作事项；9、有汽车4S店集团公司2年以上财务工作者优先考虑。,民营  
会计,中山仅亿包装有限公司,7.5-8.5千,南京,大专,1年经验,西安亨达诺财税咨询管理有限公司,房地产,,民营  |  50-150人
罗湖水贝会计助理会计文员,深圳市盛荟珠宝有限公司,2-3千,郑州-高新区,本科,2年经验,财务,会计/审计,,民营  |  50-150人
会计,南通东方科技有限公司,4-5千,新余,大专,2年经验,五险一金,专业服务(咨询、人力资源、财会),"1、负责公司会计核算工作，保证公司会计核算工作准确性和及时性2、负责日常报销、付款审核，往来对账，凭证等打印等会计核算工作3、日常发票的开具与整理4,对接税务，银行，制作月度，季度，年度报表，5、完成上级领导安排的工作",民营  |  50-150人
会计（初级会计师）,惠州市金瑞会计师事务所（普通合伙）,4.5-5.5千,广州-白云区,大专,3-4年经验,财务主管,机械/设备/重工,1、负责公司财务报关，上税，做账，退税等相关工作。2、根据公司实际情况申请国家政策补贴，对国家政策补贴熟悉了解。3、合理控制公司财务成本，控制原材料耗损，库存管理。4、参与制定本公司财务制度及相应的实施细则。5、总经理所需的财务数据资料的整理编报。6、负责对财务工作有关的外部及政府部门，如税务局、财政局、银行、会计事务所等联络、沟通工作。7、负责资金管理、调度。编制月、季、年度财务情况说明分析，向公司领导报告公司经营情况。8、负责财务预算，财务决算的审核工作。9、对涉及公司及部门工作机密负责。任职要求1、3-5年五金行业财务工作经验。2、具有会计从业资格证。3、大专以上学历。4、工作认真负责，细心，爱岗敬业，吃苦耐劳。5、为人正直、诚恳，具备专业的职业素质，道德素质。,民营  |  150-500人
会计助理,深圳大道半导体有限公司,7-9千,,,,财务,影视/媒体/艺术/文化传播,,民营  |  50-150人
会计助理,广州德晟汽车配件有限公司,8千-1万·15薪,,,,五险一金,新能源,,民营  |  1000-5000人
会计,罗尔西传动设备（苏州）有限公司,4.5-5.8千,,,,做五休二,办公用品及设备,,外资（非欧美）  |  500-1000人
代账会计,陕西东信亚太鹏盛税务师事务所有限公司,6-8千,,,,五险一金,汽车,,外资（非欧美）  |  50-150人
主办会计,浙江中能变压器有限公司,3-5千,,,,财务,快速消费品(食品、饮料、化妆品),,民营  |  500-1000人
会计,杭州佳信五金有限公司,6千-1万,,,,员工旅游,快速消费品(食品、饮料、化妆品),,民营  |  1000-5000人
发票会计兼出纳,聚赢齿科技术（上海）有限公司,5-6千,,,,财务,计算机软件,,民营  
会计专员,南充市君信财务服务有限公司,5-8千,,,,五险一金,金融/投资/证券,,国企  |  少于50人
会计,杭州麦搏科技有限公司,8千-1.2万·13薪,,,,财务主管,制药/生物工程,,民营  |  1000-5000人
核算会计岗,南京化纤股份有限公司,5-6.5千,,,,仓储,家具/家电/玩具/礼品,,民营  |  50-150人
会计,广东铄金科技集团有限公司,9千-1.3万,,,,四川大地山川投资管理有限公司,房地产,,民营  |  1000-5000人
往来会计,江西天致医药有限公司,5-7千·14薪,,,,财务,快速消费品(食品、饮料、化妆品),,民营  |  150-500人
会计,江西省蓝源科技股份有限公司,7千-1.1万·14薪,,,,会计,新能源,,民营  |  10000人以上
会计（内账）,佛山中用自动化装备有限公司,4.5-6千,,,,周末双休,贸易/进出口,,民营  |  150-500人
财务会计专员,河南德汇信息科技有限公司,4-5.5千,,,,会计,汽车零配件,,民营  |  150-500人
成本会计,奥兰酒业（上海）有限公司,1-1.5万·13薪,,,,生产成本,仪器仪表/工业自动化,,民营  |  150-500人
会计,四川元臻堂健康管理有限公司,6-8千,,,,会计,建筑/建材/工程,,民营  |  150-500人
资金会计（偏出纳）,智安达（上海）轮胎服务有限公司,6.5-8千,,,,会计,计算机软件,,民营  |  50-150人
全盘会计,深圳市中南实验室建设工程有限公司,5-7千,,,,全盘账务,原材料和加工,,民营  |  50-150人
外贸会计,上海瑞格金属材料有限公司,7-8.5千,,,,会计,多元化业务集团公司,,民营  |  50-150人
销售会计,珠海创微电子科技有限公司,4-6千,,,,会计,汽车,,外资（非欧美）  |  50-150人
会计,广西浙矿矿业有限公司,6-8千,,,,湖北秉毅建设工程有限公司,家具/家电/玩具/礼品,,民营  |  150-500人
会计,昆山凯名志文化传播有限公司,7千-1万,,,,五险一金,仪器仪表/工业自动化,,民营  |  1000-5000人
会计文员,深圳市志高远实业有限公司,5千-1万,,,,审核,会计/审计,,民营  |  少于50人
财务会计,广州锐美家建筑材料有限公司,8千-1万,,,,会计,制药/生物工程,,民营  |  50-150人
会计,无锡煤矿机械股份有限公司,5-7千,,,,会计,服装/纺织/皮革,,民营  |  150-500人
总账会计,苏州净雅无尘科技有限公司,7千-1万,,,,跨境电商,仪器仪表/工业自动化,,民营  |  1000-5000人
会计助理,华羿国际物流（上海）有限公司,8千-1万,,,,财务,机械/设备/重工,,已上市  |  10000人以上
财务会计,合肥丝路视听科技有限责任公司,6-9千·13薪,,,,会计,仪器仪表/工业自动化,,民营  |  50-150人
中级管理会计师,广东新宝电器股份有限公司,1.1-1.3万,,,,财务凭证,物业管理/商业中心,,民营  |  150-500人
酒店会计,广州瓷木年桦物业管理有限公司,3-6千,,,,上海绿明建筑科技集团有限公司,会计/审计,,民营  |  50-150人
成本会计,上海启腾电气股份有限公司,8千-1.2万·13薪,,,,总账会计,快速消费品(食品、饮料、化妆品),,民营  |  50-150人
会计专员,深圳富昶晖科技有限公司,6-8千,,,,财务软件,汽车,,民营  |  150-500人
财务会计专员,广东迅帮企业管理有限公司,7千-1万,,,,总账会计,家具/家电/玩具/礼品,,民营  |  150-500人
会计助理,天津裕邦文化有限公司,6-8千,,,,财务,建筑/建材/工程,,民营  |  50-150人
会计主管,得麒力（江门）电子材料有限公司,4-8千,,,,五险一金,专业服务(咨询、人力资源、财会),,民营  
会计助理,宁波技嘉科技有限公司,8千-1.2万·13薪,,,,财务,贸易/进出口,,外资（欧美）  |  少于50人
会计总账,上海宗胤商贸有限公司,8-9千,,,,财务,快速消费品(食品、饮料、化妆品),,民营  |  少于50人
总账会计,上海浦发综合养护（集团）有限公司,6-9千·13薪,,,,五险一金,建筑/建材/工程,,民营  |  150-500人
总账会计（双休）,深圳市裕富照明有限公司,5-6千,,,,安徽求势新材料科技有限公司,电子技术/半导体/集成电路,,民营  |  50-150人
应收/应付会计,深圳市斯迈得半导体有限公司,5-7千,,,,物业,电子技术/半导体/集成电路,,民营  |  50-150人
全盘会计,深圳佳成建设工程有限公司,4-6千,,,,财务,建筑/建材/工程,,民营  |  50-150人
财务会计专员,新日鑫金属材料（深圳）有限公司,4-5千,,,,会计、财务,新能源,,民营  |  少于50人
会计,重庆高品投资有限公司,7-8.5千,,,,带薪年假,物业管理/商业中心,,民营  |  10000人以上
会计（简阳）,四川光珲餐饮管理有限公司,5-7千,,,,餐饮补贴,制药/生物工程,,已上市  |  1000-5000人
建筑会计,毕节创美房地产开发有限公司,6-7千,,,,会计,快速消费品(食品、饮料、化妆品),,民营  |  50-150人
会计,皓景（深圳）创业投资有限公司,4-5千,,,,中山仅亿包装有限公司,交通/运输/物流,,民营  |  50-150人
会计实习生,广州恩赐财税策划有限公司,7-9千,,,,会计,计算机软件,,民营  |  150-500人
财务会计助理,宁波市盈科商务咨询有限公司,7-8.5千,,,,五险,物业管理/商业中心,,民营  |  10000人以上
应付会计,伯朗特机器人股份有限公司,6-7千,,,,会计助理,快速消费品(食品、饮料、化妆品),,民营  |  50-150人
会计,加点氧份（广东）健康科技有限公司,3.5-4.5千,,,,财务软件,快速消费品(食品、饮料、化妆品),,民营  |  500-1000人
