职位名称,公司名称,薪酬,城市地区,学历要求,工作经验要求,公司福利,公司标签,职位描述或任职要求,规模类型
麦当劳管理培训生-玉林,广西禾唛餐饮有限公司,2-4千,上海-浦东新区,本科,无需经验,带薪年假,餐饮业,岗位职责：1.完成项目立项请示等各类文书的起草、签批及流转。2.完成工程项目在报销系统中的合同录入及费用报销审批流程。3.完成工程项目资料的整理、归档工作。4.协助工程管理主任编制、更新年度外包工程项目的预算并追踪其执行情况。5.根据部门工作需要，完成其他后勤服务或管理工作。6.完成领导交办的其他工作。任职要求：1.本科及以上学历，党员优先。2.组织沟通能力强、善于交流。3.具备较强的口头表达能力和书面写作能力，能够独立完成公文的撰写，并熟练使用office办公软件（word、excel、PowerPoint等）；4.工作仔细认真、责任心强、为人正直、吃苦耐劳。5.具有严谨、公正的工作态度及良好的团队合作精神。6.具有较好的独立工作和应变能力、抗压能力及情绪管控能力；7.具有项目管理及预算管理相关工作经验者优先。,民营  |  1000-5000人
仓库管理员,广州瀚翼扬电子商务有限公司,4-4.5千,宁波-鄞州区,高中,1年经验,节日福利,互联网/电子商务,1.负责仓库日常收，发，存管理工作，卡，单，物一致，使在库原材料和成品处于良好品质状态。2.对照生产领料出库单，按照先进先出原则发料。3.做好仓库5s，以及分类摆放和保管工作。4.准确做好仓库账务工作，包吃包住，***,民营  |  150-500人
人力资源管理岗,中国核工业中原建设有限公司华东分公司,8千-1.5万,太原,大专,无需经验,招聘,建筑/建材/工程,"如果你急迫需要一份工作来改善经济状况，为你自己或者你的家人做点什么，那么这份工作很适合。如果你朝气蓬勃的想在一门别人无法轻易掌握的专业技术领域有所发展，那么这份工作也很适合。如果你是按照电视剧里的或者网络心灵鸡汤上的描述在找工作，那么请慎重。近期有求职的朋友不断反馈：个别公司冒用我公司岗位名称并抄袭我们的招聘岗位介绍文字，吸引流量，并在面试入职后收取所谓技术转让费所以大家务必：请大家擦亮眼睛，本单位的招聘描述来自人力资源原创，如在其他地方出现，均为抄袭假冒，谨防上当！本岗位接受企业管理岗位转行本岗位受公司人力资源薪资制度保障，工作状态正常，入职满一年后，保障薪资收入6K以上本岗位接受无通信行业技术工作经验者加入，但须投递者保障自己在头一年入职工作期间自觉地积极跟随项目老工程师学习、尽快达到应有技术要求，公司相关人力监管部门要求所有无相关技术经验者在一年内必须达到相关技术要求，同时项目各管理部门将会对工作满一年技术达标的员工给予同等薪资待遇，保障所有一线项目员工在入职一年后薪资在6k以上。工作内容：负责按照片区负责人的指导和要求，完成5G通信网络片区内诸如下载速率、干扰情况、切换成功率的指标提升。经验较少或没有工作经验者需要在现场老工程师带领下及时上手工作，技术考核会跟随用户指标考核同时进行。职位要求：1.专科学历及以上，熟练操作计算机，接受能力强。2.具备一定的实践与交际能力，善于沟通，渴望从事高新技术岗位。3.有笔记本电脑，可以接受***年常驻出差。5.吃苦耐劳，服从安排，善于接受新技术。6.有公派学习机会,入职新员工前期有工程师带岗一周，要求尽快上手。薪资特别说明：18、19、20年毕业薪资将按照面试评定定薪，区间大约为3.5-5.5K18年之前毕业的，将执行标准薪资：5k-6.5k入职后工作满一年的，不受毕业年限限制，薪资约为6.5K-8K本岗位投递提示：（有公司不知道出于什么目的，完全复制抄袭我们的岗位内容，请大家谨慎投递）1.我司所有岗位均为具备较高技术含量的工程师类正式岗位，抱着试试看再说、频繁变换工作态度的朋友请绕道，我们需求的是稳定的技术人员。2.我们给出的工资是人民币5k-5.5k每月，这就是我们给出的你开始参加工作的标准工资，没有套路，你开始工作拿到手的就是这个薪资，我们是搞技术的，不是销售，按月发工资，频繁咨询是不是什么提成工资、保底工资之类的，不要拿销售的思维来看待技术岗位，重复一遍我们是搞技术的，不要再拿你以前的那些奇怪工作的工作经历来衡量我们，不是一个级别，再一个那些奇怪的问题我们也回答不了。3.本岗位头一年需要到省外合作单位去做项目以积攒经验，觉得自己出不了差的请绕道。4.本岗位驻外一年后可以申请调回山西原籍工作，一年以后的薪资大约在6.8k左右。5.重申起薪是5k-5.5k，但是需要你出差，接受不了的请谨慎投递简历。6.本工作岗位的优势是超级稳定，收入较高，特别适合那些需要一份高薪稳定工作来还房贷、养家庭、承担父母生活成本的经济适用型；觉得自己很厉害，觉得自己高人一等，不了解目前山西的工资水平的请***，大家都挺忙，面试的时候没空听你吹。7.如果通知你面试你不来，请不要投，大家都挺忙的，互相尊重。8.我们的薪资是确定能到手的没有任何前提条件的，不要拿我们跟那些奇怪公司的套路工资去比较，没得比。",国企  |  150-500人
生产管理审计专员/主管(J10062),联邦制药（中国）有限公司,5千-1万·13薪,深圳-罗湖区,大专,2年经验,五险一金,制药/生物工程,1、配合质量经理参与公司检验过程质量管控工作。2、协助质量经理进行问题判定与协调解决，必要时，配合质量经理采取围堵措施和纠正/预防措施，防止问题再发生。3、保证清晰的质量记录，数据分析，提出改善要求。对主要供应商做好质量记录、统计、分析、报告以及后续跟踪。4、质量检验团队的工作安排和协调，提高团队检测能力和检验效率。5、协助质量经理建立各类检验标准，并进行培训和落实。6、完成领导交办的其他临时工作。7、配合质量经理解决相关客诉及供应商问题，依据客户反馈，改善质量控制。8、收集和整理部门内员工的合理化建议，上报质量经理批准后组织具体实施工作。,已上市  |  10000人以上
项目与科技管理经理,先正达种苗（北京）有限公司,1-2万,深圳,中技/中专,2年经验,项目管理,农/林/牧/渔,,合资  
仓库管理员,宁波昌亚新材料科技股份有限公司,7-9万/年,银川,本科,3-4年经验,包吃,贸易/进出口,岗位职责：1.负责研究经济政策及市场行情，掌握客户分布、产品销量、价格等市场信息，出具分析报告；2.负责参与产品价格管理，提出产品定价建议；3.负责编制采购、销售策略，提出政策调整建议。任职要求：1.学历：本科及以上学历；2.专业：管理类、物流类相关专业；3.工作经验：3年以上物流相关领域管理工作经验；4.专业知识及技能：熟悉物流管理业务流程，有丰富的流程管理操作技能；熟练使用各种办公软件；具备较强的沟通能力、组织协调能力。,民营  |  150-500人
项目管理工程师,惠州赣锋锂电科技有限公司,1-1.4万·13薪,北京-大兴区,本科,1年经验,项目管理,计算机软件,1、参与公司安全环保体系的建立和环保相关文件、管理制度的拟定、修订；2、做好节能环保数据的收集、汇总及提报；3、识别环保法律法规和政策，并建立台账、定期更新；识别生产过程中存在的环境影响因素，制定控制措施并形成文件记录；4、协同、组织、落实环保方面的教育、宣传工作，协助安全环保活动的开展与实施；5、建立安全、环保、疫情防控管理工作档案以及管理工作中产生的档案文件；6、监督检查各部门环保管控措施的落实情况，提出整改意见并监督整改；监督、监控废弃物的处置和排放的合规性；7、配合组织召开安全环保例会，做好会议记录；8、配合紧急事件的处理，做好重点时期的维稳保障；任职要求：1、本科及以上学历，环保专业优先；2、1-3年环保相关工作经验，物流行业优先；3、熟悉国家环境的相关政策法规、标准规范，具备良好的语言表达能力。,民营  
网约车司机管理员,上海林其汽车租赁有限公司,6-8千,无锡,大专,1年经验,网约车,租赁服务,岗位职责：1、负责一般性质量数据资料输入及相关材料的起草工作；2、计量仪器的保管3、计量仪器的清单台账管理4、计量仪器的报检、报修、日常维护清洗清洁工作内容：1、协助质量主管处理相关工作，并对产品质量方面的问题、记录等资料进行统计汇总2、协助检验员对产品测量3、终检产品表单的制作与建立任职条件：1、大专以上学历；2、有较强的语言表达能力，熟练操作电脑及office等办公软件；3、具有较强的责任心、注重工作细节；,民营  |  150-500人
门店管理_辛庄,苏州肯德基有限公司,4.2-6千,深圳-福田区,本科,2年经验,专业培训,餐饮业,产品经理助理（Supportor)1、协助PM做好产品进料与库存管理工作；2、做好GP及帐务管理，并与供应商保持良好的合作关系。工作内容：1、Orderprocess；2、业务数据整理和提报；3、帐务核算及款项支付。应征条件：1、本科或以上学历，英语四级或以上水平（财务、国际贸易专业优先）；2、同职工作经验二年以上；3、务实，细致，沟通协调能力强，逻辑思维能力强。,合资  |  10000人以上
平安普惠信贷销售管理培训生,平安普惠投资咨询有限公司深圳龙岗营业部,1-1.5万,武汉-黄陂区,大专,2年经验,信贷销售,银行,,民营  |  10000人以上
风险管理/內审专员,广州雅博企业咨询服务有限公司,1-1.5万,沈阳,大专,2年经验,内控,专业服务(咨询、人力资源、财会),主要职责：1.负责研发中心技术资料的标准化管理、建设；2.负责研发中心研制项目、转阶段项目纸质资料的管理、归档、打印、发放；3.负责研发中心项目进度的更新及追踪工作；4.处理领导安排的其他工作。岗位要求：1.大专及以上学历，管理类、电子类相关专业均可；2.2年以上工作经验，熟练使用office等办公软件；3.有较强的的保密意识，工作态度严谨、责任心强；4.有一定的组织管理能力；,外资（非欧美）  |  50-150人
投资管理中心总经理,佛山市南海汇美鸿发金属有限公司,1-1.8万,福州,本科,5-7年经验,投资,多元化业务集团公司,"岗位职责：1、参与客户沟通、需求调研和需求开发，分析客户需求，设计软件的功能，并输出产品需求文档，验证产品开发结果；2、与开发人员沟通分析需求的可行性、合理性,参与需求汇报与评审；3、导需求的上线、迭代计划；协调相关资源把控开发周期、开发质量及进度，对需求的测试及质量负责。4、根据需求定义，进行系统功能界面原型设计；5、与用户（包括客户、潜在用户、项目人员、公司高管等）沟通，进行需求调研，挖掘、引导并归纳用户需求；6、通过各种手段，收集分析同类软件产品功能及行业发展动态，提出软件改进建议和功能需求。岗位要求：1、负责电信行业产品功能规划，通过各种手段，收集分析同类软件产品功能及行业发展动态，提出软件改进建议和功能需求；2、具备良好的方案编写和宣讲能力;3、本科及以上学历，5年以上电信行业相关产品设计经验者优先；4、能独立撰写产品详细流程、用例及需求文档，熟练使用Axure、Visio等工具；5、精通用户体验、交互设计和信息架构；6、追求细节、极致，对产品的易用性和运营数据敏感，善于总结分析发现新的需求；7、具有强烈的责任心和上进心，具备良好的团队合作精神，积极主动，能承受较大的工作压力8.熟悉UI/UE设计的过程、方法或工具，具有交互体验设计技能，熟悉ORACLE/Mysql等其中一种或多种数据库",外资（非欧美）  |  150-500人
项目管理,江阴信邦电子有限公司,6-9千,深圳-坪山区,高中,3-4年经验,汽车,电子技术/半导体/集成电路,＜1＞38岁以下，懂电脑，有仓库管理三年以上工作经验。＜2＞做事细心，一丝不苟，做好盘点工作。＜3＞工作地点坪山竹坑社区大工业区。＜4＞有驾照，开车熟悉优先考虑，周末双休。,外资（非欧美）  |  1000-5000人
餐饮经理/门店店长/管理人员,上海大富贵酒楼有限公司,7千-1万,宁波-鄞州区,本科,3-4年经验,带薪年假,餐饮业,"岗位职责：-负责按公司管理体系的要求编制部门管理性文件，完善采购流程进行风险防控及采购成本控制，负责公司采购活动知识产权风险管理，负责制定供应商管理、选择、评价等准测-负责行业信息收集、第三方官方信息收集，竞争对手的相关信息收集，我司核心供应商动态信息收集，国家政策的信息收集，国外对应材料的的价格信息收集等-负责组织采购资源清理、规划、整合、提升-负责组织百公里供应圈建设、年度新供方开发计划及进度实施-负责策划年度降本方案、议价工作实施及采购价格核定-负责统筹各供应商份额分配及份额执行情况检查-负责对接研发中心的新品计划，供方选定、价格审核-负责战略物料集采管理，资源拓展、数据分析及预判，降本管控、供应商关系的建立与维护等工作-负责供应链监管，合同、价格、账务、联合降本项目、风,险防控等管理工作任职要求:1、工科类本科学历优先2、具备优秀的文字功底和一定的数据分析能力3、具备良好的沟通协调能力和良好的客户服务意识，逻辑清晰、细心踏实4、对精益思想有独到的见解5、有制造业相关经验者优先",国企  |  1000-5000人
基础项目管理(翻译方向),艾昆纬医药科技（上海）有限公司,0.8-1万,广州-越秀区,大专,1年经验,项目管理,制药/生物工程,工作要求：1、专科及以上学历，能搞定网络硬件类信息管理、计算机等专业优行；2、诚实、守信、忠诚，职业操守良好；3、熟悉掌握windwos操作系统的管理，维护！4、熟悉常用服务器设备，具体故障诊断和处理能力。5、能熟练使用办公软件，有驾驶，有1年以上实际驾龄；6、有网络管理经验优先。岗位职责：1、负责公司内部局域网的日常管理，维护，计算机系统故障的排除；2.公司内部计算机系统的日常维护（硬件设备）；3、定期巡查，发现问题及时处理；负责病毒的查杀，维护网络系统安全；4、协助完成领导安排的其他工作；,外资（欧美）  |  500-1000人
财务管理岗,弘创融资租赁有限公司,1-1.5万,雅安,本科,2年经验,做五休二,租赁服务,"负责存货类流动资产管理。负责各环节数据整理、审核并记录存档	负责监督原材料入库过磅	负责公司供应商物资耗用审核	负责非产品直接用物料审核	负责分子公司、异地生产单位的资产及资产相关的数据整理及审核	负责分子公司月度关联交易结算对账并申报开票	负责三方仓储管理工作，包括但不限于制定仓储规则、签订三方仓储合同、三方仓储的费用审核和结算；	负责装运具收、发、存管理	负责积压物资、售前件物资处理，包括制定处理方案及实施	负责废旧物资处理，包括招标、签订合同、监督处理过程等。	负责超市建设及管理，超市物资出入库及相关数据管理",国企  |  50-150人
管理课课长,耐落螺丝（昆山）有限公司,8千-1万·16薪,深圳-宝安区,中技/中专,2年经验,五险一金,汽车,1、负责仓库日常物资的出库、入库、码放、保管、盘点、对账工作；2、定期对库房进行清理，保持库房的整齐美观，使物资设备分类排列，存放整齐，数量准确；3、负责保持仓内货品和环境的清洁、整齐和卫生工作；4、信息系统数据的录入、填写和传递，相关单证、报表的整理和归档；5、接受并完成上级交办的其他工作任务。任职资格：1、中专以上学历，熟悉办公软件ExcelWord；2、有仓库管理经验优先考虑；3、责任心强、诚信、细致，有很强的团队合作意识。,外资（非欧美）  |  500-1000人
供应商管理工程师,中电科航空电子有限公司,8千-1.5万,,,,pcba,通信/电信/网络设备,,国企  |  1000-5000人
人力资源管理（应届）,上海建工一建集团有限公司,10-15万/年,,,,上海建工一建集团有限公司,建筑/建材/工程,,国企  |  1000-5000人
项目质量管理（应届）,上海建工一建集团有限公司,10-15万/年,,,,上海建工一建集团有限公司,建筑/建材/工程,,国企  |  1000-5000人
项目安全管理（应届）,上海建工一建集团有限公司,10-15万/年,,,,上海建工一建集团有限公司,建筑/建材/工程,,国企  |  1000-5000人
人力资源管理（应届）,上海建工一建集团有限公司,10-15万/年,西安-未央区,大专,3-4年经验,上海建工一建集团有限公司,建筑/建材/工程,一.岗位要求1、熟练使用ERP系统;2、负责外购物资的验收，做到数量、名称与货单相符;3、做好每月盘点，做到账物相符;4、熟练使用办公软件，会做Excel表格;5、做好成品、半成品入库，入库物料按规定摆放整齐;6、领用物料和成品发货及时登记;7、负责部分货物装卸工作;***上班时间:8:00-20:00，12小时，长白班，三、工作地点凤城九路金磐B座,国企  |  1000-5000人
财务管理（应届）,上海建工一建集团有限公司,10-15万/年,长沙,本科,2年经验,上海建工一建集团有限公司,建筑/建材/工程,岗位职责：1、负责媒体的各类采访、宣传沟通等外宣工作。2、负责公司宣传稿件的撰写等文字工作。3、负责公司与媒体间合作的组织策划。任职资格：1、新闻及传媒专业本科及以上学历。2、2年以上媒介管理和品牌营销从业经验，熟悉媒介环境，了解媒介操作流程。3、性格外向，沟通协调能力较强。4、文字功底深厚。,国企  |  1000-5000人
大客户销售管理,沃尔玛（中国）投资有限公司,6-8千,广州-天河区,本科,1年经验,五险一金,批发/零售,,外资（欧美）  |  10000人以上
机务管理,江苏华西村海洋工程服务有限公司,1.2-1.5万,南京,本科,3-4年经验,五险一金,石油/化工/矿产/地质,,国企  |  500-1000人
设备管理员,西安眼得乐医疗科技有限公司,5-7千,深圳-福田区,03-07发布,中技/中专,设备管理,医疗设备/器械,,外资（非欧美）  |  150-500人
仓库管理员,昆明书呆子号茶业有限公司,3-4.5千,北京-大兴区,本科,2年经验,五险一金,批发/零售,1、负责零部件物流部人力日报的收集、分析、处理、汇报；2、负责零部件物流部物资、行政消耗的协调、申请、领用及发放；3、负责考勤系统问题跟踪反馈，人员考勤统计汇总，并处理考勤异常情况；4、负责各项目固定资产的年度盘点；5、建立零部件相关生产物资、资产管理体系，并做持续优化；6、为零部件物流部年度预算提供相关的数据支持；7、协助领导做好员工绩效考核，汇总提报及存档；8、对接总部职能部门委派的相关工作及活动；9、完成上级领导交办的其他工作。任职要求：1、本科及以上学历；2、2年以上行政管理及人力资源管理工作经验；3、具备优秀的沟通能力和抗压能力，熟练使用office办公软件。,民营  |  50-150人
生产管理,江苏瀚信新材科技有限公司,20-25万/年,威海,大专,无需经验,生产管理,计算机软件,负责车间各个岗位人员的合理调配以保证生产的正常进行；组织编写车间名岗位执行标准操作程序，负责设计制订生产记录和多种表格；保证车间所生产的产品符合法定质量标准等岗位职责。,外资（非欧美）  
生产管理,江苏瀚信新材科技有限公司,20-25万/年,保定,本科,2年经验,生产管理,计算机软件,岗位职责：1、负责具体落实企业文化发展战略；2、负责企业文化制度建设和执行；3、对外宣传企业文化，对内部宣传企业的价值观、管理理念、行为准则；4、负责内部宣传栏和内部企业动态的建设；5、组织员工学习公司的共同价值观、管理理念、行为准则；6、公司内部活动的策划、组织和实施；7、完成上级交给的其它任务。任职要求：1、年龄要求：35周岁以下；2、学历要求：***本一及以上；3、专业要求：行政管理等管理类相关专业（企管和企文）；4、经验要求：3年以上相关岗位工作经验者优先；5、有亲和力、有良好的应变能力、交流能力；6、做事认真、细心、善于学习新鲜事物；7、执行力强、积极主动、有团队意识和强烈的进取心；8、工作地点：河北省定州市。备注：博士学历薪酬25万/年起谈。薪酬福利：1、工资待遇：8000-12000/月；2、公司福利：年终奖、五险一金、工龄工资、年度调薪、餐补、带薪年假、免费住宿、双节福利、购房补贴、免费旅游、生日代金券、免费体检、免费班车、产假、婚丧假。职位福利,外资（非欧美）  
生产计划/物料管理(PMC),深圳市科沃电气技术有限公司,8千-1.5万,武汉-武汉经济开发区,大专,3-4年经验,生产计划,仪器仪表/工业自动化,"""1、负责公司整体项目质量控制、现场质量控制、售后质量控制、供应商质量控制、客户审核及改进和跟踪；2、负责对IATF16949标准体系的维护与改进；3、负责公司内部质量体系、质量管理、质量工具的培训，提高质量管理人员的素质；4、负责组织公司质量数据的统计，对公司质量数据的准确性负责；5、负责公司内外部协调、顾客信息处理等工作；6、完成领导交办的临时任务。""",民营  |  50-150人
法务管理师,永卓控股有限公司,1.1-1.2万,上海-金山区,大专,5-7年经验,五险一金,计算机软件,负责生产计划协助生产经理管理管控瓶颈物料管理ERP系统,外资（非欧美）  
建筑工程管理/项目经理,特肯普（上海）门业有限公司,9千-1万·13薪,苏州-吴江区,大专,3-4年经验,钢质门,建筑/建材/工程,工作内容：1、负责会员关系运营，提升客户满意度和公司产品复购率2、负责用户体系和增长策略的搭建和制定，为用户增长负责3、负责线上、线下会员活动策划及执行工作4、负责回复电话、微信平台上客户的咨询5、负责老会员维护，流失唤醒，会员拉新及会员营销活动策划6、完成领导交办的其他任务任职资格：1、大专以上学历2、熟练操作办公软件3、有责任心、做事认真仔细，有良好的沟通协调能力，抗压能力强。,外资（欧美）  |  少于50人
车场管理员,深圳市金道通环境科技有限公司,6-8千,苏州-姑苏区,高中,1年经验,管理,环保,1．协助出具月度财务经营报告，跟踪、落实经营分析中的问题2．协助梳理标准成本，定期更新标准成本3．配合跟踪落实降本项目，形成降本报告4．负责财务成本分析，提出分析意见和合理化成本的建议，对公司成本费用数据进行分析，发现公司运行中存在问题，提出可执行建议5．协助制定年度预算和滚动预算6．协助各部门进行成本经济核算，收集有关信息和数据，进行有关盈亏测算工作7．完成领导安排的其他工作,民营  |  50-150人
QA Engineer/质量管理工程师,盛威科（上海）油墨有限公司,1-2万·14薪,杭州-西湖区,大专,3-4年经验,五险一金,石油/化工/矿产/地质,岗位职责：1.负责公司互联网接入及公司局域网管理与日常运营；维护优化公司网络系统，解决网络日常故障，保证公司互联网的正常运营；并对员工办公及上网行为管理进行监督；2.负责公司服务器、交换机、网络系统、电话系统等设备等所有网络设备的管理、维护工作；熟悉公有云、私有云、超融合等3.负责公司多功能会议设备、网络会议设备、网络复印/打印机等电脑周边设备的管理、维护工作；4.负责公司电脑、服务器等设备相关操作系统与应用软件的安装与维护；负责公司重要系统数据的备份管理；5.负责根据公司的发展状况和管理要求，负责公司全球组网的构建工作，建立相应的技术方案；6.负责弱电机房及综合布线相关工作，熟悉智慧园区系统，能够与供应商一起制定相关方案推进项目开展7.建立公司安全技术体系（防毒、防入侵、工控网/研发网与办公网、防火墙、上网行为等）和信息安全制度体系8.完成上级交办的其他任务。任职资格：1.专科及以上学历，3年以上IT管理员/工程师的经验，有相关工作经验优先；2.熟悉网络结构、计算机常用软件，能独立进行系统软、硬件的安装、调试和维护等操作；熟悉服务器、相关设备及网络协议；熟悉网络环境的管理和维护；熟悉数据库、AD、Linux/Unix、SVN等系统的安装、配置、运维等3.有CCNA/CCNP/HCIA等网络证书优先；具备中型网络管理与规划者优先；4.具有良好的解决故障的能力、沟通协调与逻辑思维能力；5.具有较强的抗压能力、责任心和良好的职业操守。6．良好的学习意识和习惯，不断学习新的技术与应用，并结合公司各种应用场景，不断满足公司信息安全与高效运作的需要,外资（欧美）  |  150-500人
药品质量管理员,四川兴科蓉药业有限责任公司,4-6千,广州-南沙区,本科,2年经验,五险一金,制药/生物工程,岗位职责：1、品质技术应对：负责检查现场的品质技术应对、沟通及解决；2、品质技术管理：接受、转换来自母公司的品质技术信息；根据生产工艺要求编制品质技术文件；并持续改进检验工艺，提质增效；3、检查设备及仪器管理：负责对应项目的设备需求编制、技术验证、维护保养等工作；4、检查新技术：负责检查新技术（含设备）的开发、导入、验证等工作；5、品质改善：负责检查工时、耗材及其降本增效等品质技术改善；6、主导与母公司进行相关的品质技术相关问题沟通及解决；7、完成管理者交代的其他工作。招聘要求：1、本科及以上学历，机械电子工程、测控技术与仪器、工业工程、智能制造工程、自动化、电气工程及其自动化相关专业；2、具有英语或日语基础，能独立读写及交流；有从事过2年以上品质工程或品质保证、品质管理相关经验者优先考虑，应届毕业生亦可；3、熟悉ISO9001质量管理体系，能利用专业的品质知识和品质工具，独立进行品质不符合问题的组织协调及应对；4、能主导专向业务的开展，展开调研、制订计划、策划方案，付诸实施，效果确认及持续改进；5、积极乐观、头脑灵活、沟通能力强；有较强责任心/抗压能力；服从上级安排并能积极完成上级交待的相关事宜；6、熟练操作办公软件。,已上市  |  50-150人
财富管理岗急招,申万宏源证券有限公司云南分公司,1-2万,深圳-南山区,本科,1年经验,理财经理,金融/投资/证券,岗位职责：1、根据检测相关业务板块需求，负责办理供应商入库工作2、负责供应商信息的更新及维护，确保供应商信息的准确性3、负责收集招标信息，每天完成各个项目来源网站的查看工作，确保资质响应的及时性和有效性4、按照中心投标规定及流程，负责编制投标文件中的商务标及资信标，确保投标书的完整性和时效性5、负责对投标工作进行评估和分析，为后续投标提供参考，持续提供投标质量任职资格：1、大学本科及以上学历2、2年以上工作经验，至少1年以上招投标工作经验3、对工程概算、项目管理、流程管理有一定了解4、熟练使用相关办公软件；具备良好的沟通及文字表达能力、组织能力、协调能力、计划管控能力。5、有造价员证优先,国企  |  500-1000人
销售管理,北汽重型汽车有限公司,1.2-2.4万,南京-栖霞区,大专,3-4年经验,五险一金,汽车,1.产品出入库管理、库存盘点、账务核对，确保实际与单据和系统数据一致；监控库存物品的质量状况，做好不良品管理；掌握库存物品的货龄变动，定期反馈货龄异常的物品。2.合理的摆放和区域规划，做好库区标识，提高库位利用率；合理安排车位，提高车辆装卸效率；监控叉车等主要设备的使用情况，提高设备的利用率；计划合适的资源来配合运作要求。3.对仓库的作业现场进行管理，保证仓库的现场作业安全、通畅、高效。4、领导安排的其他工作。岗位要求：1.大专以上学历，有仓储现场运作管理经验，持叉车证并能熟练操作者优先考虑；2.一年以上快消品仓库物流现场运作经验，如有行业领先的饮料、啤酒从业经验则优先考虑；3.熟悉电脑办公软件操作，如具备SAP、Barcode等系统操作经验则优先考虑；4.良好的协调、沟通能力，团队意识强，有责任感，有一定的职业安全意识。,国企  |  1000-5000人
QA工程师（质量管理）,杭州万纵信息科技有限公司,9千-1.5万,太原,大专,无需经验,品质控制,互联网/电子商务,注：本岗位需要到太原参加现场面试如果你急迫需要一份工作来改善经济状况，为你自己或者你的家人做点什么，那么这份工作很适合。如果你朝气蓬勃的想在一门别人无法轻易掌握的专业技术领域有所发展，那么这份工作也很适合。如果你是按照电视剧里的或者网络心灵鸡汤上的描述在找工作，那么请慎重。近期有求职的朋友不断反馈：个别公司冒用我公司岗位名称并抄袭我们的招聘岗位介绍文字，吸引流量，并在面试入职后收取所谓技术转让费所以大家务必：请大家擦亮眼睛，本单位的招聘描述来自人力资源原创，如在其他地方出现，均为抄袭假冒，谨防上当！本岗位接受机械加工行业转行本岗位受公司人力资源薪资制度保障，工作状态正常，入职满一年后，保障薪资收入6K以上本岗位接受无通信行业技术工作经验者加入，但须投递者保障自己在头一年入职工作期间自觉地积极跟随项目老工程师学习、尽快达到应有技术要求，公司相关人力监管部门要求所有无相关技术经验者在一年内必须达到相关技术要求，同时项目各管理部门将会对工作满一年技术达标的员工给予同等薪资待遇，保障所有一线项目员工在入职一年后薪资在6k以上。工作职责：处理移动5G通信网络中的问题，如有信号手机出现无法上网或者无法拨通的问题，处理投诉工单，处理日常的其他涉及到通信网络无线侧的问题。岗位优势：不吃青春饭，以技术积累为核心的行业，从业时间越长收入越高，30岁左右工程师年薪普遍在30万以上。工作岗位高度稳定，向移动联通电信提供技术服务，基本不受经济、社会环境的影响，岗位抗风险能力极强。应聘要求：1、专科及以上学历，专业不限。2、能够适应***年省外出差，服从公司项目安排。3、热爱技术行业，对计算机、电子类方向的知识体系感兴趣。有笔记本电脑。4、具备较好的沟通能力和学习能力。薪资特别说明：18、19、20年毕业薪资将按照面试评定定薪，区间大约为3.5-5.5K18年之前毕业的，将执行标准薪资：5k-6.5k入职后工作满一年的，不受毕业年限限制，薪资约为6.5K-8K本岗位投递提示：（有公司不知道出于什么目的，完全复制我们的岗位内容，请大家谨慎投递）1.我司所有岗位均为具备较高技术含量的工程师类正式岗位，抱着试试看再说、频繁变换工作态度的朋友请绕道，我们需求的是稳定的技术人员。2..我们给出的工资是人民币5k-5.5k每月，这就是我们给出的你开始参加工作的标准工资，没有套路，你开始工作拿到手的就是这个薪资，我们是搞技术的，不是销售，按月发工资，频繁咨询是不是什么提成工资、保底工资之类的，不要拿销售的思维来看待技术岗位，重复一遍我们是搞技术的，不要再拿你以前的那些奇怪工作的工作经历来衡量我们，不是一个级别，再一个那些奇怪的问题我们也回答不了。3.本岗位头一年需要到省外合作单位去做项目以积攒经验，觉得自己出不了差的请绕道。4.本岗位驻外一年后可以申请调回山西原籍工作，一年以后的薪资大约在6.8k左右。5.重申起薪是5k-5.5k，但是需要你出差，接受不了的请谨慎投递简历。6.本工作岗位的优势是超级稳定，收入较高，特别适合那些需要一份高薪稳定工作来还房贷、养家庭、承担父母生活成本的经济适用；觉得自己很厉害，觉得自己高人一等，不了解目前山西的工资水平的请***，大家都挺忙，面试的时候没空听你吹。7.如果通知你面试你不来，请不要投，大家都挺忙的，互相尊重。8.我们的薪资是确定能到手的没有任何前提条件的，不要拿我们跟那些奇怪公司的套路工资去比较，没得比。,民营  |  150-500人
行政管理/档案管理,武汉绿明利环能股份有限公司,4-6千,常州-新北区,中技/中专,2年经验,资质主管,环保,1、熟悉仓库运作流程，电脑操作熟练，有仓库工作经验者优先；2、准确地做好材料进出仓库的账务工作；3、认真做好仓库材料的分类摆放和保管工作以及做好退料工作；4、认真做好各工地材料使用的监控工作，避免重复领料和材料浪费；5、做事认真、细心，勤奋，并具有良好的服务意识。6、完成主管领导交给的其他任务。,民营  |  50-150人
